"","CHR_PCODE","CHR_SYS_SAMPLE_CDE","CHR_SAMPLE_DEL_GRP","CHR_SAMPLE_DEL_GRP_EQUIS","CHR_LAB_ANAL_METHOD_NAME","CHR_ANALYSIS_DATE","CHR_TEST_TYPE","CHR_LAB_MATRIX_CDE","CHR_DILUTION_FACTOR","CHR_PREP_METHOD","CHR_PREP_DATE","CHR_LAB_NAME_CDE","CHR_QC_LEVEL","CHR_LAB_SAMPLE_ID","CHR_SUBSAMPLE_AMT","CHR_SUBSAMPLE_AMT_UNIT","CHR_FINAL_VOLUME","CHR_FINAL_VOLUME_UNIT","CHR_CAS_RN","CHR_RESULT_VALUE","CHR_RESULT_TYPE_CDE","CHR_REPORTABLE_RESULT","CHR_DETECT_FLAG","CHR_QLFR_SRC","CHR_LAB_QUAL","CHR_VALIDATED_YN","CHR_VALIDATION_DATE","CHR_VALIDATOR_QUAL","CHR_VALIDATOR_QUAL_EXPLN","CHR_METHOD_DETECT_LIMIT","CHR_REPORTING_DETECT_LIMIT","CHR_QUANTITATION_LIMIT","CHR_DETECTION_LIMIT_UNIT","CHR_LAB_VALIDATION_LEVEL","CHR_RESULT_COMMENT","CHR_QC_ORIG_CONC","CHR_QC_SPIKE_ADDED","CHR_QC_SPIKE_MEASURED","CHR_QC_SPIKE_RECOVERY","CHR_QC_DUP_ORIG_CONC","CHR_QC_DUP_SPIKE_ADDED","CHR_QC_DUP_SPIKE_MEASURED","CHR_QC_DUP_SPIKE_RECOVERY","CHR_QC_RPD","CHR_QC_SPIKE_LCL","CHR_QC_SPIKE_UCL","CHR_QC_RPD_CL","CHR_QC_SPIKE_STATUS","CHR_QC_DUP_SPIKE_STATUS","CHR_QC_RPD_STATUS","CHS_EVENT_SMAS_HISTORY_ID","CHS_EVENT_SMAS_SAMPLE_DATE","CHS_SITE_ID_CORR_YN","CHS_DATA_PROVIDER","CHS_SAMPLE_NAME","CHS_SAMPLE_MATRIX_CDE","CHS_DEC_SAMPLE_TYPE_CDE","CHS_LAB_SAMPLE_TYPE_CDE","CHS_SAMPLE_SOURCE","CHS_PARENT_SAMPLE_CDE","CHS_SAMPLE_DEL_GRP_EQUIS","CHS_SAMPLE_DATETIME","CHS_SAMPLE_RECEIPT_DATE","CHS_SYS_LOC_CDE","CHS_CHAIN_OF_CUSTODY","CHS_SAMPLER","CHS_SAMPLING_COMPANY_CODE","CHS_COMMENT","CHEM_PARAMETER_PCODE","CHEM_PARAMETER_NAME","CHEM_PARAMETER_UNIT","CHEM_PARAMETER_UNIT_NOSP","CHEM_PARAMETER_FRACTION","CHEM_PARAMETER_SOURCE","CHEM_PARAMETER_NOTES"
"118484",69,"06-TOGH-32.8-04172018-WS Diss","R1803378","","E200.8","04/26/2018 14:08:00","initial","WS",1,"E200.0","04/25/2018 00:00:00","ALSRNY","quant","R1803378-008",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.067,0.067,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-TOGH-32.8","04/17/2018","N","ALSRNY","06-TOGH-32.8-04172018-WS Diss","WS","N","N","Field","","","04/17/2018 10:00:00","04/18/2018","Unknown","","","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118509",69,"14-MONG_W-0.2-08202019-W","R1907962","","E200.8","09/03/2019 12:52:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907962-008",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-MONG_W-0.2","08/20/2019","N","ALSRNY","14-MONG_W-0.2-08202019-W","WS","N","N","Field","","","08/20/2019 16:30:00","08/21/2019","14-MONG_W-0.2","","081919CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118511",69,"09-INDN-2.0-10102019-WS","R1909988","","E200.8","10/23/2019 11:36:00","initial","WS",1,"E200.0","10/22/2019 00:00:00","ALSRNY","quant","R1909988-005",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-INDN-2.0","10/10/2019","N","ALSRNY","09-INDN-2.0-10102019-WS","WS","N","N","Field","","","10/10/2019 12:15:00","10/11/2019","09-INDN-2.0","","100719C02W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118527",69,"07-SKAT_T2-0.1-08142019-W","R1907829","","E200.8","08/27/2019 12:02:00","initial","WS",1,"E200.0","08/21/2019 00:00:00","ALSRNY","quant","R1907829-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SKAT_T2-0.1","08/14/2019","N","ALSRNY","07-SKAT_T2-0.1-08142019-WS","WS","N","N","Field","","","08/14/2019 09:31:00","08/15/2019","07-SKAT_T2-0.1","","072219C01W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118533",69,"14-SPRB-0.5-08222019-W","R1908139","","E200.8","09/04/2019 12:10:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1908139-006",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-SPRB-0.5","08/22/2019","N","ALSRNY","14-SPRB-0.5-08222019-W","WS","N","N","Field","","","08/22/2019 08:50:00","08/23/2019","14-SPRB-0.5","","081919CO3W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118571",69,"14-STEL-1.6-08222019-W","R1908141","","E200.8","09/04/2019 12:32:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1908141-004",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-STEL-1.6","08/22/2019","N","ALSRNY","14-STEL-1.6-08222019-W","WS","N","N","Field","","","08/22/2019 11:10:00","08/23/2019","14-STEL-1.6","","081919C02W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118636",69,"07-ONON-1.0-08142018-WS","R1807696","","E200.8","08/25/2018 15:00:00","initial","WS",1,"E200.0","08/24/2018 00:00:00","ALSRNY","quant","R1807696-014",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/12/2020","U","Analyte was analyzed for but not detected",0.067,0.067,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-ONON-1.0","08/14/2018","N","ALSRNY","07-ONON-1.0-08142018-WS","WS","N","N","Field","","","08/14/2018 08:00:00","08/15/2018","Unknown","","","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118640",69,"13-BRCH-2.3-07302019-W","R1907170","","E200.8","08/05/2019 18:13:00","initial","WS",1,"E200.0","08/02/2019 00:00:00","ALSRNY","quant","R1907170-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-BRCH-2.3","07/30/2019","N","ALSRNY","13-BRCH-2.3-07302019-W","WS","N","N","Field","","","07/30/2019 10:05:00","07/31/2019","13-BRCH-2.3","","072919CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118659",69,"14-WILB-0.2-08202019-W","R1907960","","E200.8","09/04/2019 13:15:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1907960-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-WILB-0.2","08/20/2019","N","ALSRNY","14-WILB-0.2-08202019-W","WS","N","N","Field","","","08/20/2019 10:15:00","08/21/2019","14-WILB-0.2","","081919CO3W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118705",69,"07-WEST-7.3-08122019-W","R1907624","","E200.8","08/27/2019 10:24:00","initial","WS",1,"E200.0","08/19/2019 00:00:00","ALSRNY","quant","R1907624-011",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-WEST-7.3","08/12/2019","N","ALSRNY","07-WEST-7.3-08122019-W","WS","N","N","Field","","","08/12/2019 12:50:00","08/13/2019","07-WEST-7.3","","081219COW","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118711",69,"07-THOL-1.8-08152019-WS","R1907829","","E200.8","08/28/2019 16:17:00","initial","WS",1,"E200.0","08/26/2019 00:00:00","ALSRNY","quant","R1907829-029",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-THOL-1.8","08/15/2019","N","ALSRNY","07-THOL-1.8-08152019-WS","WS","N","N","Field","","","08/15/2019 15:15:00","08/16/2019","07-THOL-1.8","","072219C01W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118730",69,"04-ANGL-12.5-072519-W","R1907038","","E200.8","08/05/2019 20:15:00","initial","WS",1,"E200.0","08/01/2019 00:00:00","ALSRNY","quant","R1907038-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-ANGL-12.5","07/25/2019","N","ALSRNY","04-ANGL-12.5-072519-W","WS","N","N","Field","","","07/25/2019 08:15:00","07/26/2019","04-ANGL-12.5","","072219CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118731",69,"04-KNIT-0.3-072519-W","R1907037","","E200.8","08/05/2019 19:43:00","initial","WS",1,"E200.0","07/31/2019 00:00:00","ALSRNY","quant","R1907037-004",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-KNIT-0.3","07/25/2019","N","ALSRNY","04-KNIT-0.3-072519-W","WS","N","N","Field","","","07/25/2019 09:00:00","07/26/2019","04-KNIT-0.3","","072219CO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118734",69,"WFLS_T14-0.1-07312019-W","R1907241","","E200.8","08/07/2019 11:58:00","initial","WS",1,"E200.0","08/06/2019 00:00:00","ALSRNY","quant","R1907241-006",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","06-WFLS_T14-0.1","07/31/2019","Y","ALSRNY","WFLS_T14-0.1-07312019-W","WS","N","N","Field","","","07/31/2019 15:30:00","08/01/2019","WFLS_T14-0.1","","072919CO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118749",69,"04-ANGL-12.9-072519-W","R1907038","","E200.8","08/05/2019 20:21:00","initial","WS",1,"E200.0","08/01/2019 00:00:00","ALSRNY","quant","R1907038-002",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-ANGL-12.9","07/25/2019","N","ALSRNY","04-ANGL-12.9-072519-W","WS","N","N","Field","","","07/25/2019 09:00:00","07/26/2019","04-ANGL-12.9","","072219CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118758",69,"10-HALF-0.2-09052019-W","R1908632","","E200.8","09/18/2019 12:11:00","initial","WS",1,"E200.0","09/16/2019 00:00:00","ALSRNY","quant","R1908632-002",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","10-HALF-0.2","09/05/2019","N","ALSRNY","10-HALF-0.2-09052019-W","WS","N","N","Field","","","09/05/2019 09:45:00","09/06/2019","10-HALF-0.2","","090219CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118784",69,"14-BSHR-3.7-08202019-W","R1907960","","E200.8","09/04/2019 13:18:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1907960-003",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-BSHR-3.7","08/20/2019","N","ALSRNY","14-BSHR-3.7-08202019-W","WS","N","N","Field","","","08/20/2019 11:45:00","08/21/2019","14-BSHR-3.7","","081919CO3W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118800",69,"04-BEBE-1.5_07232019-W","R1906885","","E200.8","08/02/2019 13:15:00","initial","WS",1,"E200.0","07/30/2019 00:00:00","ALSRNY","quant","R1906885-002",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","04-BEBE-1.5","07/23/2019","Y","ALSRNY","04-BEBE-1.5_07232019-W","WS","N","N","Field","","","07/23/2019 13:15:00","07/24/2019","04-BEBE-1.5","","072219CO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118862",69,"14-CHOL-0.4-08222019-W","R1908141","","E200.8","09/04/2019 12:27:00","initial","WS",1,"E200.0","09/03/2019 00:00:00","ALSRNY","quant","R1908141-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-CHOL-0.4","08/22/2019","N","ALSRNY","14-CHOL-0.4-08222019-W","WS","N","N","Field","","","08/22/2019 08:15:00","08/23/2019","14-CHOL-0.4","","081919C02W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118868",69,"07-OWAL_T46-0.1-06192019-W","R1905658","","E200.8","06/26/2019 12:49:00","initial","WS",1,"E200.0","06/25/2019 00:00:00","ALSRNY","quant","R1905658-031",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-OWAL_T46-0.1","06/19/2019","N","ALSRNY","07-OWAL_T46-0.1","WS","N","N","Field","","","06/19/2019 10:45:00","06/20/2019","07-OWAL_T46-0.1","","061719C01W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118885",69,"13-SWAK-1.7-10152019-W","R1910109","","E200.8","10/29/2019 17:31:00","initial","WS",1,"E200.0","10/28/2019 00:00:00","ALSRNY","quant","R1910109-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-SWAK-1.7","10/15/2019","N","ALSRNY","13-SWAK-1.7-10152019-W","WS","N","N","Field","","","10/15/2019 10:50:00","10/16/2019","13-SWAK-1.7","","101419CO4W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118890",69,"07-SCHR-0.1-06192019-W","R1905658","","E200.8","06/26/2019 11:55:00","initial","WS",1,"E200.0","06/25/2019 00:00:00","ALSRNY","quant","R1905658-023",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-SCKR-0.1","06/19/2019","Y","ALSRNY","07-SCHR-0.1","WS","N","N","Field","","","06/19/2019 08:00:00","06/20/2019","07-SCHR-0.1","","061719C01W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118891",69,"09-RAQU-89.9-09102019-W","R1908761","","E200.8","09/26/2019 11:27:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-RAQU-89.9","09/10/2019","N","ALSRNY","09-RAQU-89.9-09102019-W","WS","N","N","Field","","","09/10/2019 11:15:00","09/11/2019","09-RAQU-89.9","","090919C03W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118895",69,"14-NEVR-0.5-08202019-W","R1907962","","E200.8","09/03/2019 12:39:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907962-001",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-NEVR-0.5","08/20/2019","N","ALSRNY","14-NEVR-0.5-08202019-W","WS","N","N","Field","","","08/20/2019 10:30:00","08/21/2019","14-NEVR-0.5","","081919CO1W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118901",69,"07-NAPL-2.9-08122019-W","R1907624","","E200.8","08/27/2019 10:23:00","initial","WS",1,"E200.0","08/19/2019 00:00:00","ALSRNY","quant","R1907624-009",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-NAPL-2.9","08/12/2019","N","ALSRNY","07-NAPL-2.9-08122019-W","WS","N","N","Field","","","08/12/2019 12:20:00","08/13/2019","07-NAPL-2.9","","081219COW","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118902",69,"09-GRAC-0.8-08272019-W","R1908225","","E200.8","09/05/2019 17:26:00","initial","WS",1,"E200.0","09/04/2019 00:00:00","ALSRNY","quant","R1908225-011",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAC-0.8","08/27/2019","N","ALSRNY","09-GRAC-0.8-08272019-W","WS","N","N","Field","","","08/27/2019 10:30:00","08/28/2019","09-GRAC-0.8","","082619C01W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118904",69,"13-DWAR-2.0-10152019-W","R1910109","","E200.8","10/29/2019 17:50:00","initial","WS",1,"E200.0","10/28/2019 00:00:00","ALSRNY","quant","R1910109-005",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","13-DWAR-2.0","10/15/2019","N","ALSRNY","13-DWAR-2.0-10152019-W","WS","N","N","Field","","","10/15/2019 13:05:00","10/16/2019","13-DWAR-2.0","","101419CO4W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118908",69,"12-MOHK-107.6-07312019-W","R1907282","","E200.8","08/07/2019 12:22:00","initial","WS",1,"E200.0","08/06/2019 00:00:00","ALSRNY","quant","R1907282-002",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-107.6","07/31/2019","N","ALSRNY","12-MOHK-107.6-07312019-W","WS","N","N","Field","","","07/31/2019 10:45:00","08/01/2019","12-MOHK-107.6","","072919MO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118943",69,"09-REGI_W-2.7-09102019-W","R1908761","","E200.8","09/26/2019 11:36:00","initial","WS",1,"E200.0","09/18/2019 00:00:00","ALSRNY","quant","R1908761-004",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-REGI_W-2.7","09/10/2019","N","ALSRNY","09-REGI_W-2.7-09102019-W","WS","N","N","Field","","","09/10/2019 16:00:00","09/11/2019","09-REGI_W-2.7","","090919C03W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"118976",69,"07-WAGG-0.1-09102019-W","R1908910","","E200.8","09/24/2019 09:57:00","initial","WS",1,"E200.0","09/20/2019 00:00:00","ALSRNY","quant","R1908910-007",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-WAGG-0.1","09/10/2019","N","ALSRNY","07-WAGG-0.1-09102019-W","WS","N","N","Field","","","09/10/2019 10:30:00","09/13/2019","07-WAGG-0.1","","090919COW","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119004",69,"12-MOHK-45.9-08012019-W","R1907282","","E200.8","08/12/2019 09:31:00","initial","WS",1,"E200.0","08/08/2019 00:00:00","ALSRNY","quant","R1907282-007",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","12-MOHK-45.9","08/01/2019","N","ALSRNY","12-MOHK-45.9-08012019-W","WS","N","N","Field","","","08/01/2019 13:50:00","08/02/2019","12-MOHK-45.9","","072919MO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119027",69,"14-UNVR-12.5-08212019-W","R1907964","","E200.8","09/03/2019 14:45:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907964-017",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-UNVR_W-12.5","08/21/2019","Y","ALSRNY","14-UNVR-12.5-08212019-W","WS","N","N","Field","","","08/21/2019 09:00:00","08/22/2019","14-UNVR-12.5","","081919CO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119036",69,"14-BEAV-39.8-08212019-W","R1907964","","E200.8","09/03/2019 14:47:00","initial","WS",1,"E200.0","08/30/2019 00:00:00","ALSRNY","quant","R1907964-018",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","06/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","14-BEAV-39.8","08/21/2019","N","ALSRNY","14-BEAV-39.8-08212019-W","WS","N","N","Field","","","08/21/2019 16:15:00","08/22/2019","14-BEAV-39.8","","081919CO2W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119072",69,"09-GRAC-0.8-10102019-WS","R1909988","","E200.8","10/23/2019 11:40:00","initial","WS",1,"E200.0","10/22/2019 00:00:00","ALSRNY","quant","R1909988-009",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-GRAC-0.8","10/10/2019","N","ALSRNY","09-GRAC-0.8-10102019-WS","WS","N","N","Field","","","10/10/2019 11:15:00","10/11/2019","09-GRAC-0.8","","100719C02W","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119096",69,"07-WEST-7.3-09102019-W","R1908910","","E200.8","09/24/2019 10:03:00","initial","WS",1,"E200.0","09/20/2019 00:00:00","ALSRNY","quant","R1908910-013",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","07-WEST-7.3","09/10/2019","N","ALSRNY","07-WEST-7.3-09102019-W","WS","N","N","Field","","","09/10/2019 11:30:00","09/13/2019","07-WEST-7.3","","090919COW","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
"119164",69,"09-INDN-2.0-06252019-W","R1905962","","E200.8","07/03/2019 11:57:00","initial","WS",1,"E200.0","07/02/2019 00:00:00","ALSRNY","quant","R1905962-005",10,"mL",10,"mL","7439-92-1",NA,"TRG","Yes","N","AE","U","Y","05/11/2020","U","Analyte was analyzed for but not detected",0.57,0.57,1,"ug/l","","not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","","","09-INDN-2.0","06/25/2019","N","ALSRNY","09-INDN-2.0-06252019-W","WS","N","N","Field","","","06/25/2019 11:30:00","06/26/2019","09-INDN-2.0","","","NYSDEC","",69,"LEAD","µg/L","ug/L","TOTAL","LAB",""
